geneid	taxid	debref	symbol	Full_name_from_nomenclature_authority
5740590	7227	FBgn0085382	CG34353	-
5740592	7227	FBgn0039946	ATbp	(A+T)-stretch binding protein
5740593	7227	FBgn0085468	ND-MWFE	NADH dehydrogenase (ubiquinone) MWFE subunit
5740596	7227	FBgn0085195	CG34166	-
5740597	7227	FBgn0085512	RYa	RYamide
5740599	7227	FBgn0016053	pgc	polar granule component
5740601	7227	FBgn0082951	snoRNA:Me18S-C1366	-
5740603	7227	FBgn0085471	CG34442	-
5740604	7227	FBgn0086074	snoRNA:Me18S-A1806	-
5740605	7227	FBgn0085308	CG34279	-
5740606	7227	FBgn0085458	CG34429	-
5740609	7227	FBgn0085319	CG34290	-
5740610	7227	FBgn0085283	CG34254	-
5740611	7227	FBgn0086064	snoRNA:Me28S-G3113b	-
5740612	7227	FBgn0085480	CG34451	-
5740617	7227	FBgn0083042	snoRNA:Psi18S-1854a	-
5740619	7227	FBgn0085768	CR40712	-
5740620	7227	FBgn0083025	snoRNA:Psi18S-640b	-
5740621	7227	FBgn0083055	snoRNA:Psi18S-1295	-
5740622	7227	FBgn0085455	CG34426	-
5740624	7227	FBgn0263606	Hsc20	Heat shock protein cognate 20
5740627	7227	FBgn0085812	CR41601	-
5740629	7227	FBgn0264339	CG43795	-
5740630	7227	FBgn0085233	CG34204	-
5740633	7227	FBgn0259697	nvd	neverland
5740634	7227	FBgn0085210	CG34181	-
5740636	7227	FBgn0259831	CG34309	-
5740639	7227	FBgn0082944	snoRNA:Me28S-A2634c	-
5740640	7227	FBgn0085318	CG34289	-
5740641	7227	FBgn0082947	snoRNA:Me18S-U1356c	-
5740644	7227	FBgn0085317	CG34288	-
5740645	7227	FBgn0082934	snoRNA:Me28S-G1083b	-
5740646	7227	FBgn0085803	CR41550	-
5740647	7227	FBgn0082998	snoRNA:Psi28S-1192d	-
5740648	7227	FBgn0085805	CR41583	-
5740651	7227	FBgn0086052	snoRNA:Me18S-G423	-
5740655	7227	FBgn0085460	CG34431	-
5740656	7227	FBgn0085307	CG34278	-
5740659	7227	FBgn0083021	snoRNA:Psi18S-640f	-
5740660	7227	FBgn0033145	CG12828	-
5740661	7227	FBgn0085486	CG34457	-
5740662	7227	FBgn0085325	CG34296	-
5740664	7227	FBgn0063670	CG40228	-
5740665	7227	FBgn0085737	CR40502	-
5740666	7227	FBgn0086053	snoRNA:Me18S-G1358a	-
5740668	7227	FBgn0085376	CG34347	-
5740669	7227	FBgn0082952	snoRNA:Me18S-A1061	-
5740670	7227	FBgn0086029	snoRNA:Me18S-A1597	-
5740672	7227	FBgn0085380	CG34351	-
5740674	7227	FBgn0086068	snoRNA:Or-CD12	-
5740675	7227	FBgn0082961	snoRNA:Psi28S-3385b	-
5740676	7227	FBgn0085351	inaF-A	-
5740677	7227	FBgn0085748	CR40573	-
5740678	7227	FBgn0082973	snoRNA:Psi28S-3308	-
5740681	7227	FBgn0085461	CG34432	-
5740683	7227	FBgn0083044	snoRNA:Psi18S-1397	-
5740684	7227	FBgn0083018	snoRNA:Psi18S-841b	-
5740685	7227	FBgn0085194	CG34165	-
5740687	7227	FBgn0085367	CG34338	-
5740688	7227	FBgn0085211	RpS28-like	Ribosomal protein S28-like
5740691	7227	FBgn0262123	l(2)41Ab	lethal (2) 41Ab
5740693	7227	FBgn0085482	CG34453	-
5740694	7227	FBgn0085799	CR41544	-
5740697	7227	FBgn0083003	snoRNA:Psi28S-1175c	-
5740698	7227	FBgn0083020	snoRNA:Psi18S-640g	-
5740699	7227	FBgn0085203	CG34174	-
5740700	7227	FBgn0085417	natalisin	-
5740701	7227	FBgn0086080	snoRNA:Me28S-A576	-
5740702	7227	FBgn0085462	CG34433	-
5740703	7227	FBgn0082943	snoRNA:Me28S-A982a	-
5740704	7227	FBgn0085241	CG34212	-
5740708	7227	FBgn0082983	snoRNA:Psi28S-2626	-
5740711	7227	FBgn0086024	snoRNA:Me28S-A2589b	-
5740713	7227	FBgn0085298	CG34269	-
5740714	7227	FBgn0085356	CG34327	-
5740715	7227	FBgn0085220	CG34191	-
5740717	7227	FBgn0082938	snoRNA:Me28S-C2645a	-
5740719	7227	FBgn0083006	snoRNA:Psi28S-1153	-
5740723	7227	FBgn0085332	CG34303	-
5740724	7227	FBgn0086067	snoRNA:Me28S-A771	-
5740725	7227	FBgn0086046	snoRNA:Me28S-A1705	-
5740727	7227	FBgn0085758	CR40639	-
5740728	7227	FBgn0086076	snoRNA:MeU2-A31	-
5740729	7227	FBgn0086054	snoRNA:Me18S-G1358b	-
5740730	7227	FBgn0085755	CR40611	-
5740732	7227	FBgn0085790	CR41507	-
5740733	7227	FBgn0085732	CR40190	-
5740734	7227	FBgn0083026	snoRNA:Psi18S-640a	-
5740739	7227	FBgn0082939	snoRNA:Me28S-C3227b	-
5740740	7227	FBgn0085753	28SrRNA-Psi:CR40596	28S ribosomal RNA pseudogene:CR40596
5740741	7227	FBgn0083017	snoRNA:Psi18S-841c	-
5740743	7227	FBgn0085465	CG34436	-
5740745	7227	FBgn0085473	CG34444	-
5740746	7227	FBgn0085201	CG34172	-
5740749	7227	FBgn0085816	CR41606	-
5740751	7227	FBgn0086900	Cpr65Ax1	Cuticular protein 65Ax1
5740752	7227	FBgn0085212	CG34183	-
5740753	7227	FBgn0082958	snoRNA:Psi28S-3405c	-
5740754	7227	FBgn0082966	snoRNA:Psi28S-3327b	-
5740757	7227	FBgn0085345	CG34316	-
5740761	7227	FBgn0085474	CG34445	-
5740763	7227	FBgn0082995	snoRNA:Psi28S-1837b	-
5740764	7227	FBgn0085773	CR40766	-
5740766	7227	FBgn0085342	CG34313	-
5740767	7227	FBgn0083032	snoRNA:Psi18S-525g	-
5740768	7227	FBgn0083040	snoRNA:Psi18S-1854c	-
5740769	7227	FBgn0264747	CG44005	-
5740770	7227	FBgn0083047	snoRNA:Psi18S-1377e	-
5740771	7227	FBgn0085264	CG34235	-
5740774	7227	FBgn0085243	CG34214	-
5740775	7227	FBgn0085479	CG34450	-
5740777	7227	FBgn0085808	CR41591	-
5740779	7227	FBgn0082932	snoRNA:Me28S-G1083d	-
5740781	7227	FBgn0082962	snoRNA:Psi28S-3385a	-
5740782	7227	FBgn0250827	whip	whipple
5740784	7227	FBgn0040531	CG11741	-
5740785	7227	FBgn0086071	snoRNA:Or-CD11b	-
5740786	7227	FBgn0083054	snoRNA:Psi18S-1347a	-
5740788	7227	FBgn0085411	CG34382	-
5740789	7227	FBgn0085761	CR40642	-
5740790	7227	FBgn0262954	Rpb12	-
5740792	7227	FBgn0083048	snoRNA:Psi18S-1377d	-
5740793	7227	FBgn0085341	CG34312	-
5740795	7227	FBgn0086021	snoRNA:MeU6-C68	-
5740797	7227	FBgn0082969	snoRNA:Psi28S-3316d	-
5740800	7227	FBgn0082948	snoRNA:Me18S-U1356b	-
5740802	7227	FBgn0085326	CG34297	-
5740803	7227	FBgn0085827	CR41621	-
5740805	7227	FBgn0085237	CG34208	-
5740806	7227	FBgn0086036	snoRNA:Me18S-A934	-
5740807	7227	FBgn0085254	CG34225	-
5740809	7227	FBgn0085804	CR41571	-
5740810	7227	FBgn0082940	snoRNA:Me28S-C3227a	-
5740811	7227	FBgn0085260	CG34231	-
5740812	7227	FBgn0085802	18SrRNA:CR41548	18S ribosomal RNA:CR41548
5740813	7227	FBgn0085476	CG34447	-
5740816	7227	FBgn0085420	DIP-delta	Dpr-interacting protein delta
5740817	7227	FBgn0085312	CG34283	-
5740818	7227	FBgn0083009	snoRNA:Psi28S-1135d	-
5740821	7227	FBgn0086063	snoRNA:Me28S-C788a	-
5740822	7227	FBgn0051032	CR31032	-
5740825	7227	FBgn0085334	CG34305	-
5740826	7227	FBgn0085218	CG34189	-
5740827	7227	FBgn0085506	CG40635	-
5740828	7227	FBgn0085807	CR41590	-
5740829	7227	FBgn0082986	snoRNA:Psi28S-2562	-
5740830	7227	FBgn0085752	CR40594	-
5740831	7227	FBgn0085196	CG34167	-
5740833	7227	FBgn0083013	snoRNA:Psi28S-1060	-
5740834	7227	FBgn0040973	CG16824	-
5740835	7227	FBgn0083035	snoRNA:Psi18S-525d	-
5740836	7227	FBgn0085302	CG34273	-
5740837	7227	FBgn0085454	CG34425	-
5740838	7227	FBgn0083015	snoRNA:Psi18S-920	-
5740839	7227	FBgn0085786	CR41501	-
5740840	7227	FBgn0085395	Shawl	Shaw-like
5740842	7227	FBgn0083046	snoRNA:Psi18S-1389a	-
5740846	7227	FBgn0267363	JYalpha	-
5740847	7227	FBgn0025837	CG17636	-
5740848	7227	FBgn0259832	CG34229	-
5740851	7227	FBgn0085599	CG41284	-
5740852	7227	FBgn0086034	snoRNA:Me28S-G2743	-
5740853	7227	FBgn0250903	lmgA	lemming A
5740854	7227	FBgn0085438	CG34409	-
5740855	7227	FBgn0085759	CR40640	-
5740857	7227	FBgn0052745	CR32745	-
5740859	7227	FBgn0082923	snoRNA:Or-aca3	-
5740860	7227	FBgn0085280	CG34251	-
5740861	7227	FBgn0085263	CG34234	-
5740862	7227	FBgn0086055	snoRNA:Me18S-C1096	-
5740863	7227	FBgn0260002	snoRNA:Me28S-U2134b	-
5740865	7227	FBgn0082999	snoRNA:Psi28S-1192c	-
5740866	7227	FBgn0085330	CG34301	-
5740867	7227	FBgn0085457	CG34428	-
5740868	7227	FBgn0085487	CG34458	-
5740871	7227	FBgn0083028	snoRNA:Psi18S-525k	-
5740876	7227	FBgn0085481	CG34452	-
5740878	7227	FBgn0085309	CG34280	-
5740879	7227	FBgn0085396	CG34367	-
5740881	7227	FBgn0083030	snoRNA:Psi18S-525i	-
5740883	7227	FBgn0085277	CG34248	-
5740884	7227	FBgn0082941	snoRNA:Me28S-A992	-
7354371	7227	FBgn0259720	CG42374	-
7354373	7227	FBgn0259703	CG42357	-
7354374	7227	FBgn0259702	CG42356	-
7354375	7227	FBgn0259230	lectin-22C	-
7354376	7227	FBgn0259731	tal-2A	-
7354377	7227	FBgn0259733	tal-AA	-
7354378	7227	FBgn0259732	tal-3A	-
7354379	7227	FBgn0259718	CG42372	-
7354380	7227	FBgn0259721	CG42375	-
7354381	7227	FBgn0259730	tal-1A	-
7354382	7227	FBgn0259201	CG42305	-
7354384	7227	FBgn0259862	Su(Ste):CR42431	-
7354385	7227	FBgn0259863	Su(Ste):CR42432	-
7354386	7227	FBgn0259864	Su(Ste):CR42433	-
7354391	7227	FBgn0259869	Su(Ste):CR42438	-
7354392	7227	FBgn0259870	Su(Ste):CR42439	-
7354397	7227	FBgn0259875	Su(Ste):CR42444	-
7354398	7227	FBgn0250867	CG42238	-
7354399	7227	FBgn0039977	CG17454	-
7354400	7227	FBgn0259185	Ir60b	Ionotropic receptor 60b
7354402	7227	FBgn0259187	Ir60d	Ionotropic receptor 60d
7354403	7227	FBgn0265968	Tfb5	TFB5 ortholog (S. cerevisiae)
7354404	7227	FBgn0267398	Yeti	-
7354405	7227	FBgn0259737	CG42391	-
7354406	7227	FBgn0259709	CG42363	-
7354407	7227	FBgn0259708	CG42362	-
7354408	7227	FBgn0259710	CG42364	-
7354409	7227	FBgn0259727	CG42381	-
7354410	7227	FBgn0259725	CG42379	-
7354411	7227	FBgn0259726	CG42380	-
7354412	7227	FBgn0259193	Ir94d	Ionotropic receptor 94d
7354413	7227	FBgn0259148	CG42263	-
7354414	7227	FBgn0259204	CG42308	-
7354415	7227	FBgn0259098	CG42246	-
7354416	7227	FBgn0259190	Ir7d	Ionotropic receptor 7d
7354417	7227	FBgn0259189	Ir7e	Ionotropic receptor 7e
7354418	7227	FBgn0259188	Ir7f	Ionotropic receptor 7f
7354419	7227	FBgn0260447	CR11386	-
7354420	7227	FBgn0259722	CG42376	-
7354421	7227	FBgn0259704	Nsun5	Nop2/Sun-like domain containing protein 5
7354422	7227	FBgn0250868	CG42239	-
7354423	7227	FBgn0259203	CG42307	-
7354424	7227	FBgn0259740	CG42394	-
7354425	7227	FBgn0259202	CG42306	-
7354426	7227	FBgn0259196	CG42300	-
7354427	7227	FBgn0259183	CG42287	-
7354428	7227	FBgn0250911	CG42245	-
7354429	7227	FBgn0259199	Snup	Snurportin
7354430	7227	FBgn0259738	CG42392	-
7354431	7227	FBgn0259151	CG42266	-
7354432	7227	FBgn0087041	CG42231	-
7354433	7227	FBgn0259714	DIP-epsilon	Dpr-interacting protein epsilon
7354434	7227	FBgn0259150	CG42265	-
7354435	7227	FBgn0259198	CG42302	-
7354436	7227	FBgn0259741	CG42395	-
7354437	7227	FBgn0259700	CG42354	-
7354439	7227	FBgn0259837	Su(Ste):CR42406	-
7354440	7227	FBgn0259838	Su(Ste):CR42407	-
7354441	7227	FBgn0259840	Su(Ste):CR42409	-
7354442	7227	FBgn0259839	Su(Ste):CR42408	-
7354443	7227	FBgn0259841	Su(Ste):CR42410	-
7354444	7227	FBgn0259842	Su(Ste):CR42411	-
7354445	7227	FBgn0259843	Su(Ste):CR42412	-
7354447	7227	FBgn0259817	SteXh:CG42398	-
7354448	7227	FBgn0259846	Su(Ste):CR42415	-
7354449	7227	FBgn0259845	Su(Ste):CR42414	-
7354450	7227	FBgn0259848	Su(Ste):CR42417	-
7354451	7227	FBgn0259847	Su(Ste):CR42416	-
7354452	7227	FBgn0259849	Su(Ste):CR42418	-
7354453	7227	FBgn0259850	Su(Ste):CR42419	-
7354454	7227	FBgn0259852	Su(Ste):CR42421	-
7354455	7227	FBgn0259851	Su(Ste):CR42420	-
7354457	7227	FBgn0259853	Su(Ste):CR42422	-
7354458	7227	FBgn0259855	Su(Ste):CR42424	-
7354459	7227	FBgn0259856	Su(Ste):CR42425	-
7354460	7227	FBgn0259857	Su(Ste):CR42426	-
7354461	7227	FBgn0259859	Su(Ste):CR42428	-
7354462	7227	FBgn0259858	Su(Ste):CR42427	-
7354463	7227	FBgn0259860	Su(Ste):CR42429	-
7354464	7227	FBgn0259861	Su(Ste):CR42430	-
7354465	7227	FBgn0250754	CG42232	-
7354466	7227	FBgn0259244	CG42342	-
7354470	7227	FBgn0259821	CG42402	-
7354471	7227	FBgn0250869	CG42240	-
7354472	7227	FBgn0259242	CG42340	-
7354473	7227	FBgn0261019	moi	modigliani
7354474	7227	FBgn0259739	CG42393	-
7354475	7227	FBgn0266569	CG42259	-
7354476	7227	FBgn0259717	CG42371	-
7411857	7227	FBgn0259761	dolly-2	-
8673955	7227	FBgn0260969	CG42592	-
8673956	7227	FBgn0040565	CG7606	-
8673957	7227	FBgn0261349	Mst36Fb	Male-specific transcript 36Fb
8673958	7227	FBgn0052496	CR32496	-
8673959	7227	FBgn0260721	CR42548	-
8673960	7227	FBgn0259957	CG42467	-
8673961	7227	FBgn0260870	CG42580	-
8673962	7227	FBgn0259989	CG42486	-
8673963	7227	FBgn0261060	Sfp93F	Seminal fluid protein 93F
8673965	7227	FBgn0261361	CG42638	-
8673966	7227	FBgn0259922	Skadu	-
8673967	7227	FBgn0260644	CG42536	-
8673968	7227	FBgn0029526	CR18166	-
8673969	7227	FBgn0051700	CR31700	-
8673970	7227	FBgn0085736	CG40472	-
8673971	7227	FBgn0261058	Sfp38D	Seminal fluid protein 38D
8673972	7227	FBgn0260436	CG42531	-
8673973	7227	FBgn0083124	Uhg4	-
8673975	7227	FBgn0083123	Uhg5	-
8673976	7227	FBgn0259748	CG42397	-
8673977	7227	FBgn0260954	CG42586	-
8673979	7227	FBgn0259960	CG42470	-
8673980	7227	FBgn0259968	Sfp60F	Seminal fluid protein 60F
8673981	7227	FBgn0261055	Sfp26Ad	Seminal fluid protein 26Ad
8673982	7227	FBgn0262592	CG43127	-
8673983	7227	FBgn0259967	Sfp53D	Seminal fluid protein 53D
8673984	7227	FBgn0259951	Sfp24Ba	Seminal fluid protein 24Ba
8673985	7227	FBgn0260646	CG42538	-
8673987	7227	FBgn0261061	Sfp96F	Seminal fluid protein 96F
8673988	7227	FBgn0259932	CG42455	-
8673989	7227	FBgn0260720	CR42547	-
8673990	7227	FBgn0261054	Sfp24Bc	Seminal fluid protein 24Bc
8673991	7227	FBgn0260871	CG42581	-
8673992	7227	FBgn0259734	Nost	Nostrin
8673993	7227	FBgn0260234	CG42508	-
8673994	7227	FBgn0261402	Ir75b	Ionotropic receptor 75b
8673995	7227	FBgn0259970	Sfp70A4	Seminal fluid protein 70A4
8673998	7227	FBgn0259993	CR42491	-
8673999	7227	FBgn0260867	CG42577	-
8674000	7227	FBgn0260659	CG42542	-
8674001	7227	FBgn0260222	CG42496	-
8674002	7227	FBgn0260713	CG42544	-
8674004	7227	FBgn0260027	CG42495	-
8674005	7227	FBgn0261059	Sfp78E	Seminal fluid protein 78E
8674006	7227	FBgn0260968	CG42591	-
8674007	7227	FBgn0265349	Sfp33A4	Seminal fluid protein 33A4
8674008	7227	FBgn0259966	Sfp51E	Seminal fluid protein 51E
8674009	7227	FBgn0259969	Sfp65A	Seminal fluid protein 65A
8674011	7227	FBgn0260776	CG42570	-
8674012	7227	FBgn0260396	CG42521	-
8674013	7227	FBgn0260007	CG42493	-
8674014	7227	FBgn0259973	Sfp79B	Seminal fluid protein 79
8674015	7227	FBgn0259955	CG42465	-
8674016	7227	FBgn0259958	Sfp24F	Seminal fluid protein 24F
8674018	7227	FBgn0260231	CG42505	-
8674019	7227	FBgn0261381	mtTFB1	Mitochondrial Transcription Factor B1
8674020	7227	FBgn0259961	CG42471	-
8674021	7227	FBgn0260229	CG42503	-
8674022	7227	FBgn0032914	CG14397	-
8674023	7227	FBgn0260643	CG42535	-
8674024	7227	FBgn0260760	CG42558	-
8674025	7227	FBgn0260869	CG42579	-
8674026	7227	FBgn0266136	Gyc76C	Guanylyl cyclase at 76C
8674028	7227	FBgn0259953	CG42463	-
8674029	7227	FBgn0260763	CG42561	-
8674030	7227	FBgn0038421	CG17931	-
8674031	7227	FBgn0260758	CG42556	-
8674032	7227	FBgn0029523	CR18275	-
8674033	7227	FBgn0259933	CG42456	-
8674034	7227	FBgn0260469	CR14578	-
8674035	7227	FBgn0259992	CG42489	-
8674036	7227	FBgn0261267	CG42615	-
8674037	7227	FBgn0259991	CG42488	-
8674039	7227	FBgn0260392	CG42518	-
8674040	7227	FBgn0260435	CR42530	-
8674041	7227	FBgn0039307	CR13656	-
8674042	7227	FBgn0260997	CG42598	-
8674043	7227	FBgn0259972	Sfp77F	Seminal fluid protein 77F
8674044	7227	FBgn0260995	dpr21	defective proboscis extension response 21
8674045	7227	FBgn0053222	CR33222	-
8674046	7227	FBgn0260224	CG42498	-
8674048	7227	FBgn0261057	Sfp36F	Seminal fluid protein 36F
8674049	7227	FBgn0261015	Pif1A	PFTAIRE-interacting factor 1A
8674050	7227	FBgn0260230	CG42504	-
8674051	7227	FBgn0259963	Sfp33A2	Seminal fluid protein 33A2
8674052	7227	FBgn0261356	CG42633	-
8674054	7227	FBgn0259949	Sfp23F	Seminal fluid protein 23F
8674055	7227	FBgn0261260	mgl	Megalin
8674056	7227	FBgn0259990	CG42487	-
8674058	7227	FBgn0259971	CG42481	-
8674059	7227	FBgn0259956	Sfp24C1	Seminal fluid protein 24C1
8674060	7227	FBgn0260955	CG42587	-
8674061	7227	FBgn0083121	Uhg7	-
8674062	7227	FBgn0263078	CG43339	-
8674063	7227	FBgn0260434	CG42529	-
8674064	7227	FBgn0259965	Sfp35C	Seminal fluid protein 35C
8674065	7227	FBgn0083120	Uhg8	-
8674066	7227	FBgn0259994	CG42492	-
8674067	7227	FBgn0260762	CG42560	-
8674068	7227	FBgn0260390	CG42516	-
8674069	7227	FBgn0260953	CG42585	-
8674071	7227	FBgn0260223	CG42497	-
8674072	7227	FBgn0260228	CG42502	-
8674073	7227	FBgn0260756	CG42554	-
8674074	7227	FBgn0260645	CG42537	-
8674075	7227	FBgn0260431	CG42526	-
8674076	7227	FBgn0259975	Sfp87B	Seminal fluid protein 87B
8674077	7227	FBgn0265047	FDY	flagrante delicto Y
8674079	7227	FBgn0260719	CR42546	-
8674080	7227	FBgn0260238	CG42512	-
8674081	7227	FBgn0250824	CG33655	-
8674082	7227	FBgn0260428	CG42523	-
8674083	7227	FBgn0053317	CR33317	-
8674084	7227	FBgn0260429	CG42524	-
8674085	7227	FBgn0259962	Sfp33A1	Seminal fluid protein 33A1
8674087	7227	FBgn0260026	CG42494	-
8674088	7227	FBgn0261357	CG42634	-
8674090	7227	FBgn0260996	CG42597	-
8674091	7227	FBgn0260971	CG42594	-
8674092	7227	FBgn0260233	CG42507	-
8674093	7227	FBgn0259974	Sfp84E	Seminal fluid protein 84E
8674094	7227	FBgn0259952	Sfp24Bb	Seminal fluid protein 24Bb
8674095	7227	FBgn0259959	Sfp26Ac	Seminal fluid protein 26Ac
8674096	7227	FBgn0037560	CR18228	-
8674097	7227	FBgn0260430	CG42525	-
8674098	7227	FBgn0267912	CanA-14F	Calcineurin A at 14F
8674100	7227	FBgn0260237	CG42511	-
8674101	7227	FBgn0260437	CR42532	-
8674102	7227	FBgn0260722	CR42549	-
8674103	7227	FBgn0260873	CG42583	-
8674104	7227	FBgn0260770	CG42568	-
8674105	7227	FBgn0260718	CR42545	-
8674106	7227	FBgn0260868	CG42578	-
8674107	7227	FBgn0260967	CG42590	-
8674108	7227	FBgn0260388	CG42514	-
8674109	7227	FBgn0036646	CR18217	-
8674111	7227	FBgn0259916	CG42445	-
8674113	7227	FBgn0260777	CG42571	-
8674114	7227	FBgn0259918	inaF-B	-
8674115	7227	FBgn0259964	Sfp33A3	Seminal fluid protein 33A3
8674116	7227	FBgn0259950	CG42460	-
8674117	7227	FBgn0259954	CG42464	-
8674119	7227	FBgn0266598	Kmn2	kinetochore Mis12-Ndc80 network component 2
8674120	7227	FBgn0260768	CG42566	-
8680136	7227	FBgn0259980	ms(2)35Bj	-
8680137	7227	FBgn0260018	diplomatico	-
8680138	7227	FBgn0260019	sancho-panza	-
8680139	7227	FBgn0260020	romeo-y-julieta	-
8680140	7227	FBgn0260021	guantanamera	-
8680141	7227	FBgn0260022	corona-2	-
8680142	7227	FBgn0260023	veguero	-
8680143	7227	FBgn0260024	rey-del-mundo	-
8680144	7227	FBgn0260025	fonseca	-
8680146	7227	FBgn0260029	siren5	-
8680147	7227	FBgn0260032	siren2	-
8680148	7227	FBgn0260033	siren7	-
8680149	7227	FBgn0260034	siren8	-
8680150	7227	FBgn0260039	siren3	-
8680151	7227	FBgn0260040	siren4	-
8680152	7227	FBgn0260041	siren6	-
8680153	7227	FBgn0260042	circe	-
8680154	7227	FBgn0260438	rad201	-
8680155	7227	FBgn0260998	AGAR-11	-
8680156	7227	FBgn0260999	AGAR-21	-
8680157	7227	FBgn0261000	AGAR-52	-
8680158	7227	FBgn0261001	AGAR-53	-
8680159	7227	FBgn0261002	Omar	-
8680160	7227	FBgn0261003	Qajjem	-
8680161	7227	FBgn0261256	wiser	-
8680162	7227	FBgn0261374	Phox	-
8680163	7227	FBgn0261375	Dox-3	-
8680164	7227	FBgn0261382	Bc	-
10178776	7227	FBgn0261702	CR42738	-
10178777	7227	FBgn0262024	CG42835	-
10178779	7227	FBgn0058354	CR40354	-
10178780	7227	FBgn0053929	CR33929	-
10178781	7227	FBgn0262141	CG42867	-
10178782	7227	FBgn0062978	CG31808	-
10178783	7227	FBgn0085570	CR41243	-
10178784	7227	FBgn0261633	CG42716	-
10178785	7227	FBgn0262021	CG42832	-
10178786	7227	FBgn0085523	Su(Ste):CR40820	-
10178787	7227	FBgn0262099	CG42852	-
10178788	7227	FBgn0261640	CR42723	-
10178789	7227	FBgn0061188	Yu	-
10178791	7227	FBgn0259186	Ir60c	Ionotropic receptor 60c
10178792	7227	FBgn0261584	CG42694	-
10178793	7227	FBgn0261860	CG42789	-
10178795	7227	FBgn0261830	CG42762	-
10178796	7227	FBgn0261848	CG42780	-
10178797	7227	FBgn0261840	pre-mod(mdg4)-X	-
10178798	7227	FBgn0261707	CR42743	-
10178799	7227	FBgn0058068	CR40068	-
10178800	7227	FBgn0042174	CR18854	-
10178801	7227	FBgn0052207	CR32207	-
10178803	7227	FBgn0050055	CR30055	-
10178805	7227	FBgn0261506	CG42654	-
10178806	7227	FBgn0261508	CG42656	-
10178807	7227	FBgn0051514	CR31514	-
10178808	7227	FBgn0261974	snoRNA:Or-CD9b	-
10178809	7227	FBgn0262101	CG42854	-
10178810	7227	FBgn0037666	CR16735	-
10178812	7227	FBgn0261997	CG42815	-
10178813	7227	FBgn0262105	CR42858	-
10178814	7227	FBgn0261975	CG42806	-
10178816	7227	FBgn0261845	pre-mod(mdg4)-U	-
10178817	7227	FBgn0262143	CG42869	-
10178818	7227	FBgn0085540	CR40947	-
10178819	7227	FBgn0039987	CR12798	-
10178820	7227	FBgn0261615	CG42704	-
10178822	7227	FBgn0261587	CG42697	-
10178823	7227	FBgn0261846	CG42778	-
10178824	7227	FBgn0265263	CG42688	-
10178825	7227	FBgn0261502	CG42650	-
10178827	7227	FBgn0046776	CR14033	-
10178828	7227	FBgn0261614	CG42703	-
10178829	7227	FBgn0052218	CR32218	-
10178831	7227	FBgn0262035	CG42846	-
10178832	7227	FBgn0261843	pre-mod(mdg4)-W	-
10178834	7227	FBgn0261429	CR42646	-
10178835	7227	FBgn0261834	CG42766	-
10178836	7227	FBgn0261857	CR42786	-
10178837	7227	FBgn0261704	CG42740	-
10178839	7227	FBgn0261580	CG42690	-
10178840	7227	FBgn0262026	CG42837	-
10178841	7227	FBgn0262106	CR42859	-
10178842	7227	FBgn0058182	CR40182	-
10178843	7227	FBgn0051822	CR31822	-
10178844	7227	FBgn0262020	CG42831	-
10178845	7227	FBgn0261638	CR42721	-
10178846	7227	FBgn0261537	CG42661	-
10178847	7227	FBgn0261538	CG42662	-
10178848	7227	FBgn0051824	CR31824	-
10178849	7227	FBgn0058461	CR40461	-
10178851	7227	FBgn0262104	CG42857	-
10178852	7227	FBgn0262001	CG42819	-
10178853	7227	FBgn0262140	CG42866	-
10178857	7227	FBgn0261582	CG42692	-
10178859	7227	FBgn0261681	CG42728	-
10178860	7227	FBgn0261861	CG42790	-
10178861	7227	FBgn0261837	pre-mod(mdg4)-T	-
10178862	7227	FBgn0261631	CG42714	-
10178863	7227	FBgn0053283	CR33283	-
10178864	7227	FBgn0261628	CG42711	-
10178865	7227	FBgn0262025	CR42836	-
10178866	7227	FBgn0262102	CG42855	-
10178868	7227	FBgn0063924	Kaz1-ORFA	-
10178869	7227	FBgn0262031	CR42842	-
10178870	7227	FBgn0261680	CG42727	-
10178871	7227	FBgn0262108	CR42861	-
10178872	7227	FBgn0261709	CR42746	-
10178873	7227	FBgn0262006	CG42824	-
10178874	7227	FBgn0261835	CR42767	-
10178875	7227	FBgn0261806	CG42752	-
10178876	7227	FBgn0266568	yar	yellow-achaete intergenic RNA
10178877	7227	FBgn0262000	CG42818	-
10178878	7227	FBgn0261706	CR42742	-
10178879	7227	FBgn0261505	CR42653	-
10178880	7227	FBgn0262100	CG42853	-
10178881	7227	FBgn0085505	CR40629	-
10178882	7227	FBgn0058441	CR40441	-
10178883	7227	FBgn0031135	CR11235	-
10178885	7227	FBgn0261839	pre-mod(mdg4)-Y	-
10178888	7227	FBgn0261841	pre-mod(mdg4)-AD	-
10178889	7227	FBgn0261831	CG42763	-
10178890	7227	FBgn0261630	CG42713	-
10178891	7227	FBgn0261683	B9d2	-
10178892	7227	FBgn0051144	CR31144	-
10178894	7227	FBgn0261991	CG42809	-
10178895	7227	FBgn0030116	CR17438	-
10178897	7227	FBgn0261634	CG42717	-
10178898	7227	FBgn0261616	CG42705	-
10178899	7227	FBgn0261566	CG42680	-
10178900	7227	FBgn0261816	CG42758	-
10178901	7227	FBgn0261531	CG42659	-
10178902	7227	FBgn0261639	CR42722	-
10178903	7227	FBgn0262027	CR42838	-
10178905	7227	FBgn0262008	CG42826	-
10178906	7227	FBgn0261583	CG42693	-
